songid,song,performer,peak,start_week,end_week,start_peak,end_peak,weeks_to_hot,weeks_hot,tail_weeks,time_at_top_10,climb_slope,tail_slope,avg_position,weeks_on_chart,instance,group
Kiss And Say GoodbyeThe Manhattans,Kiss And Say Goodbye,The Manhattans,1.0,1976-04-17,1976-10-09,1976-06-26,1976-08-21,10.0,9.0,7.0,9.0,8.9,12.571428571428571,34.57692307692308,26.0,1.0,5
Just Another DayJon Secada,Just Another Day,Jon Secada,5.0,1992-04-18,1992-12-26,1992-07-18,1992-10-03,13.0,12.0,12.0,12.0,6.846153846153846,3.25,27.0,37.0,1.0,4
He Loves U NotDream,He Loves U Not,Dream,2.0,2000-09-30,2001-04-07,2000-12-16,2001-03-03,11.0,12.0,5.0,11.0,8.272727272727273,7.2,26.892857142857142,28.0,1.0,8
Freek-A-LeekPetey Pablo,Freek-A-Leek,Petey Pablo,7.0,2004-01-03,2004-09-25,2004-06-26,2004-07-24,25.0,5.0,9.0,7.0,3.6,4.444444444444445,34.64102564102564,39.0,1.0,1
IndependentWebbie Featuring Lil' Phat & Lil' Boosie,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,9.0,2007-12-08,2008-05-24,2008-03-01,2008-03-22,12.0,4.0,9.0,4.0,7.416666666666667,4.555555555555555,34.16,25.0,1.0,4
Let Me Love You (Until You Learn To Love Yourself)Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,6.0,2012-08-18,2013-02-23,2012-11-03,2012-12-22,11.0,8.0,9.0,8.0,8.181818181818182,4.111111111111111,32.214285714285715,28.0,1.0,4
Feel This MomentPitbull Featuring Christina Aguilera,Feel This Moment,Pitbull Featuring Christina Aguilera,8.0,2013-02-09,2013-07-20,2013-04-06,2013-05-18,8.0,7.0,9.0,7.0,11.375,3.5555555555555554,27.333333333333332,24.0,1.0,5
HavanaCamila Cabello Featuring Young Thug,Havana,Camila Cabello Featuring Young Thug,1.0,2017-08-26,2018-07-07,2017-11-11,2018-04-07,11.0,22.0,13.0,22.0,8.363636363636363,2.230769230769231,22.488888888888887,45.0,2.0,3
Kansas CityWilbert Harrison,Kansas City,Wilbert Harrison,1.0,1959-04-11,1959-07-25,1959-05-09,1959-06-27,4.0,8.0,4.0,8.0,23.5,19.25,26.0,16.0,1.0,2
MichaelThe Highwaymen,Michael,The Highwaymen,1.0,1961-07-08,1961-10-28,1961-08-05,1961-09-30,4.0,9.0,4.0,9.0,22.5,14.0,25.705882352941178,17.0,1.0,2
Go Away Little GirlSteve Lawrence,Go Away Little Girl,Steve Lawrence,1.0,1962-11-10,1963-03-02,1962-12-15,1963-02-09,5.0,9.0,3.0,9.0,18.0,10.666666666666666,24.58823529411765,17.0,1.0,2
Just One LookDoris Troy,Just One Look,Doris Troy,10.0,1963-06-08,1963-09-07,1963-07-27,1963-08-03,7.0,2.0,5.0,2.0,12.857142857142858,9.6,38.714285714285715,14.0,1.0,9
No Particular Place To GoChuck Berry,No Particular Place To Go,Chuck Berry,10.0,1964-05-23,1964-08-01,1964-07-11,1964-07-11,7.0,1.0,3.0,1.0,12.857142857142858,12.666666666666666,36.54545454545455,11.0,1.0,9
Jenny Take A Ride!Mitch Ryder And The Detroit Wheels,Jenny Take A Ride!,Mitch Ryder And The Detroit Wheels,10.0,1965-12-11,1966-02-26,1966-01-29,1966-01-29,7.0,1.0,4.0,1.0,12.857142857142858,6.25,37.583333333333336,12.0,1.0,9
Gimme Some Lovin'The Spencer Davis Group,Gimme Some Lovin',The Spencer Davis Group,7.0,1966-12-31,1967-03-25,1967-02-18,1967-03-04,7.0,3.0,3.0,3.0,12.857142857142858,8.666666666666666,35.76923076923077,13.0,1.0,9
Hawaii Five-OThe Ventures,Hawaii Five-O,The Ventures,4.0,1969-03-08,1969-06-07,1969-05-03,1969-05-17,8.0,3.0,3.0,3.0,11.5,8.666666666666666,39.42857142857143,14.0,1.0,9
"He Ain't Heavy, He's My BrotherThe Hollies","He Ain't Heavy, He's My Brother",The Hollies,7.0,1969-12-20,1970-04-18,1970-03-07,1970-03-28,11.0,4.0,3.0,4.0,8.181818181818182,6.666666666666667,41.611111111111114,18.0,1.0,0
It's ImpossiblePerry Como,It's Impossible,Perry Como,10.0,1970-11-14,1971-03-06,1971-01-23,1971-01-23,10.0,1.0,6.0,1.0,9.0,9.0,33.23529411764706,17.0,1.0,0
I've Found Someone Of My OwnThe Free Movement,I've Found Someone Of My Own,The Free Movement,5.0,1971-05-22,1971-11-27,1971-10-30,1971-11-13,23.0,3.0,2.0,3.0,3.9130434782608696,14.5,55.23076923076923,26.0,2.0,4
JoyApollo featuring Tom Parker,Joy,Apollo featuring Tom Parker,6.0,1972-01-01,1972-04-01,1972-02-05,1972-02-26,5.0,4.0,5.0,4.0,18.0,9.2,31.571428571428573,14.0,1.0,9
Nights In White SatinThe Moody Blues,Nights In White Satin,The Moody Blues,2.0,1972-08-05,1972-12-02,1972-10-14,1972-11-25,10.0,7.0,1.0,7.0,9.2,8.0,27.0,18.0,1.0,2
Jungle BoogieKool & The Gang,Jungle Boogie,Kool & The Gang,4.0,1973-12-08,1974-05-04,1974-02-09,1974-03-23,9.0,7.0,6.0,7.0,10.0,8.333333333333334,31.318181818181817,22.0,1.0,5
Dynomite-Part ITony Camillo's Bazuka,Dynomite-Part I,Tony Camillo's Bazuka,10.0,1975-04-12,1975-08-23,1975-08-02,1975-08-02,16.0,1.0,3.0,1.0,5.625,14.0,42.15,20.0,1.0,0
I'm SprungT-Pain,I'm Sprung,T-Pain,8.0,2005-08-27,2006-02-18,2005-11-19,2005-11-26,12.0,2.0,12.0,2.0,7.666666666666667,3.0,32.11538461538461,26.0,1.0,4
Kiss KissChris Brown Featuring T-Pain,Kiss Kiss,Chris Brown Featuring T-Pain,1.0,2007-09-29,2008-03-22,2007-11-03,2008-02-09,5.0,15.0,6.0,15.0,19.6,5.0,19.384615384615383,26.0,1.0,8
Love SongSara Bareilles,Love Song,Sara Bareilles,4.0,2007-11-17,2008-08-23,2008-01-05,2008-05-17,7.0,20.0,14.0,19.0,13.0,2.7142857142857144,27.4390243902439,41.0,1.0,3
If I Were A BoyBeyonce,If I Were A Boy,Beyonce,3.0,2008-10-25,2009-03-07,2008-11-08,2009-01-10,2.0,10.0,8.0,10.0,48.5,7.25,27.1,20.0,1.0,5
LatchDisclosure Featuring Sam Smith,Latch,Disclosure Featuring Sam Smith,7.0,2014-03-29,2014-11-15,2014-07-26,2014-08-16,17.0,4.0,13.0,4.0,5.294117647058823,2.6923076923076925,34.484848484848484,33.0,2.0,4
Lean OnMajor Lazer & DJ Snake Featuring MO,Lean On,Major Lazer & DJ Snake Featuring MO,4.0,2015-04-25,2016-03-19,2015-08-01,2015-10-03,14.0,10.0,24.0,10.0,6.5,1.5833333333333333,26.625,48.0,1.0,3
ME!Taylor Swift Featuring Brendon Urie,ME!,Taylor Swift Featuring Brendon Urie,2.0,2019-05-04,2019-09-14,2019-05-11,2019-06-01,1.0,4.0,15.0,4.0,98.0,3.0,36.05,20.0,1.0,7
My Life Would Suck Without YouKelly Clarkson,My Life Would Suck Without You,Kelly Clarkson,1.0,2009-01-31,2009-07-11,2009-02-07,2009-04-11,1.0,10.0,13.0,10.0,96.0,2.8461538461538463,19.833333333333332,24.0,1.0,5
Girls Like YouMaroon 5 Featuring Cardi B,Girls Like You,Maroon 5 Featuring Cardi B,1.0,2018-06-09,2019-06-01,2019-01-12,2019-02-16,31.0,6.0,15.0,33.0,2.806451612903226,1.6666666666666667,11.711538461538462,52.0,1.0,1
Do You Know What I MeanLee Michaels,Do You Know What I Mean,Lee Michaels,6.0,1971-07-31,1971-11-20,1971-10-02,1971-10-30,9.0,5.0,3.0,5.0,9.666666666666666,5.0,28.294117647058822,17.0,1.0,0
SideshowBlue Magic,Sideshow,Blue Magic,8.0,1974-05-18,1974-10-05,1974-08-03,1974-08-17,11.0,3.0,7.0,3.0,7.454545454545454,12.428571428571429,32.95238095238095,21.0,1.0,0
Caught Up In You38 Special,Caught Up In You,38 Special,10.0,1982-05-01,1982-08-21,1982-07-03,1982-07-17,9.0,3.0,5.0,3.0,8.0,16.8,33.529411764705884,17.0,1.0,0
SuddenlyBilly Ocean,Suddenly,Billy Ocean,4.0,1985-03-23,1985-08-17,1985-05-25,1985-06-15,9.0,4.0,9.0,4.0,6.444444444444445,10.333333333333334,37.86363636363637,22.0,1.0,0
Cherry BombJohn Mellencamp,Cherry Bomb,John Mellencamp,8.0,1987-10-24,1988-03-12,1987-12-26,1988-01-09,9.0,3.0,9.0,3.0,7.666666666666667,9.777777777777779,43.0,21.0,1.0,0
"Surrender To Me (From ""Tequila Sunrise"")Ann Wilson & Robin Zander","Surrender To Me (From ""Tequila Sunrise"")",Ann Wilson & Robin Zander,6.0,1988-12-24,1989-04-29,1989-03-04,1989-03-11,10.0,2.0,7.0,2.0,7.1,13.142857142857142,42.73684210526316,19.0,1.0,0
18 And LifeSkid Row,18 And Life,Skid Row,4.0,1989-07-08,1989-11-18,1989-09-09,1989-10-07,9.0,5.0,6.0,5.0,9.0,15.333333333333334,36.7,20.0,1.0,0
Back To LifeSoul II Soul,Back To Life,Soul II Soul,4.0,1989-09-23,1990-03-31,1989-11-18,1989-12-30,8.0,7.0,13.0,7.0,7.5,7.0,34.535714285714285,28.0,1.0,4
Boombastic/In The SummertimeShaggy,Boombastic/In The Summertime,Shaggy,3.0,1995-05-20,1995-12-02,1995-07-15,1995-09-30,8.0,12.0,9.0,12.0,10.625,4.222222222222222,24.448275862068964,29.0,1.0,8
Since U Been GoneKelly Clarkson,Since U Been Gone,Kelly Clarkson,2.0,2004-12-18,2005-10-29,2005-02-12,2005-06-25,8.0,20.0,18.0,20.0,7.625,1.8888888888888888,20.543478260869566,46.0,1.0,3
Crying TimeRay Charles,Crying Time,Ray Charles,6.0,1965-12-11,1966-03-19,1966-02-05,1966-02-19,8.0,3.0,4.0,3.0,10.25,10.25,35.2,15.0,1.0,9
(If You Let Me Make Love To You Then) Why Can't I Touch You?Ronnie Dyson,(If You Let Me Make Love To You Then) Why Can't I Touch You?,Ronnie Dyson,8.0,1970-06-20,1970-09-19,1970-08-29,1970-09-05,10.0,2.0,2.0,2.0,8.1,8.0,34.57142857142857,14.0,1.0,9
So In To YouAtlanta Rhythm Section,So In To You,Atlanta Rhythm Section,7.0,1977-01-29,1977-06-04,1977-04-09,1977-05-14,10.0,6.0,3.0,6.0,7.9,16.666666666666668,28.68421052631579,19.0,1.0,0
Star Wars (Main Title)London Symphony Orchestra,Star Wars (Main Title),London Symphony Orchestra,10.0,1977-07-09,1977-10-29,1977-09-17,1977-09-17,10.0,1.0,6.0,1.0,7.9,10.5,44.05882352941177,17.0,1.0,0
Sentimental LadyBob Welch,Sentimental Lady,Bob Welch,8.0,1977-10-15,1978-02-11,1977-12-24,1978-01-14,10.0,4.0,4.0,4.0,8.1,14.75,34.333333333333336,18.0,1.0,0
Queen Of HeartsJuice Newton,Queen Of Hearts,Juice Newton,2.0,1981-05-30,1981-11-28,1981-08-01,1981-10-03,9.0,10.0,8.0,10.0,7.333333333333333,11.625,30.666666666666668,27.0,1.0,5
(When You Gonna) Give It Up To MeSean Paul Featuring Keyshia Cole,(When You Gonna) Give It Up To Me,Sean Paul Featuring Keyshia Cole,3.0,2006-06-10,2006-11-04,2006-08-19,2006-09-23,10.0,6.0,6.0,6.0,9.0,6.5,27.59090909090909,22.0,1.0,5
One Toke Over The LineBrewer And Shipley,One Toke Over The Line,Brewer And Shipley,10.0,1971-02-13,1971-05-15,1971-04-10,1971-04-17,8.0,2.0,4.0,2.0,9.25,4.5,32.57142857142857,14.0,1.0,9
Right Place Wrong TimeDr. John,Right Place Wrong Time,Dr. John,9.0,1973-04-14,1973-08-25,1973-06-23,1973-07-14,10.0,4.0,6.0,4.0,7.2,6.333333333333333,31.6,20.0,1.0,0
(Hey Won't You Play) Another Somebody Done Somebody Wrong SongB.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,1.0,1975-02-01,1975-05-31,1975-04-05,1975-05-17,9.0,7.0,2.0,7.0,10.11111111111111,13.5,28.666666666666668,18.0,1.0,2
Smooth OperatorSade,Smooth Operator,Sade,5.0,1985-03-02,1985-07-13,1985-05-04,1985-06-01,9.0,5.0,6.0,5.0,8.11111111111111,14.5,36.25,20.0,1.0,0
Don't Mean NothingRichard Marx,Don't Mean Nothing,Richard Marx,3.0,1987-06-13,1987-10-31,1987-08-15,1987-09-05,9.0,4.0,8.0,4.0,7.888888888888889,11.5,37.76190476190476,21.0,1.0,0
Shiny Happy PeopleR.E.M.,Shiny Happy People,R.E.M.,10.0,1991-07-27,1991-11-02,1991-09-28,1991-10-05,9.0,2.0,4.0,2.0,6.777777777777778,16.75,33.2,15.0,1.0,9
RoamThe B-52s,Roam,The B-52s,3.0,1989-12-23,1990-05-05,1990-02-24,1990-03-24,9.0,5.0,6.0,5.0,9.11111111111111,15.5,36.85,20.0,1.0,5
Rinky DinkBaby Cortez,Rinky Dink,Baby Cortez,10.0,1962-07-14,1962-10-13,1962-09-15,1962-09-15,9.0,1.0,4.0,1.0,9.666666666666666,8.75,37.142857142857146,14.0,1.0,9
Rocket 2 UThe Jets,Rocket 2 U,The Jets,6.0,1988-01-23,1988-06-18,1988-03-26,1988-04-16,9.0,4.0,9.0,4.0,6.555555555555555,10.333333333333334,39.31818181818182,22.0,1.0,0
PlayDavid Banner,Play,David Banner,7.0,2005-07-23,2005-12-03,2005-10-01,2005-10-22,10.0,4.0,6.0,4.0,8.0,5.5,28.65,20.0,1.0,0
Boogie FeverThe Sylvers,Boogie Fever,The Sylvers,1.0,1976-02-14,1976-07-03,1976-04-10,1976-05-22,8.0,7.0,6.0,7.0,9.625,15.833333333333334,29.714285714285715,21.0,1.0,5
She Blinded Me With ScienceThomas Dolby,She Blinded Me With Science,Thomas Dolby,5.0,1983-02-19,1983-07-16,1983-04-23,1983-06-11,9.0,8.0,5.0,8.0,7.444444444444445,17.0,31.5,22.0,1.0,5
So SickNe-Yo,So Sick,Ne-Yo,1.0,2005-12-10,2006-05-27,2006-02-11,2006-04-22,9.0,11.0,5.0,11.0,8.11111111111111,6.2,20.32,25.0,1.0,5
Somebody That I Used To KnowGotye Featuring Kimbra,Somebody That I Used To Know,Gotye Featuring Kimbra,1.0,2012-01-21,2013-03-02,2012-03-17,2012-08-25,8.0,24.0,27.0,24.0,10.25,1.1111111111111112,21.74576271186441,59.0,1.0,3
Blowin In The WindStevie Wonder,Blowin In The Wind,Stevie Wonder,9.0,1966-07-23,1966-09-24,1966-09-03,1966-09-03,6.0,1.0,3.0,1.0,9.833333333333334,12.666666666666666,28.0,10.0,1.0,9
Change ClothesJAY-Z,Change Clothes,JAY-Z,10.0,2003-11-15,2004-03-13,2003-12-27,2003-12-27,6.0,1.0,11.0,1.0,7.333333333333333,8.090909090909092,42.22222222222222,18.0,1.0,0
A Girl Like YouThe Young Rascals,A Girl Like You,The Young Rascals,10.0,1967-07-15,1967-09-09,1967-08-12,1967-08-19,4.0,2.0,3.0,2.0,12.75,8.0,22.666666666666668,9.0,1.0,9
Same Old LoveSelena Gomez,Same Old Love,Selena Gomez,5.0,2015-10-03,2016-04-09,2015-12-19,2016-02-13,11.0,9.0,8.0,9.0,3.0,5.0,20.464285714285715,28.0,1.0,4
Splash WaterfallsLudacris,Splash Waterfalls,Ludacris,6.0,2004-01-03,2004-05-22,2004-03-06,2004-04-10,9.0,6.0,6.0,6.0,7.222222222222222,5.333333333333333,25.476190476190474,21.0,1.0,0
Beth/Detroit Rock CityKISS,Beth/Detroit Rock City,KISS,7.0,1976-09-04,1977-01-22,1976-11-20,1976-12-04,11.0,3.0,7.0,3.0,6.363636363636363,9.857142857142858,31.857142857142858,21.0,1.0,0
P.I.M.P.50 Cent,P.I.M.P.,50 Cent,3.0,2003-05-31,2003-11-15,2003-08-02,2003-10-18,9.0,12.0,4.0,12.0,7.0,6.75,19.72,25.0,1.0,5
Percolator (Twist)Billy Joe & The Checkmates,Percolator (Twist),Billy Joe & The Checkmates,10.0,1962-01-13,1962-04-07,1962-03-17,1962-03-17,9.0,1.0,3.0,1.0,10.0,13.0,40.84615384615385,13.0,1.0,9
Come DancingThe Kinks,Come Dancing,The Kinks,6.0,1983-05-07,1983-08-27,1983-07-09,1983-07-23,9.0,3.0,5.0,3.0,9.11111111111111,14.0,32.294117647058826,17.0,1.0,0
ButtonsThe Pussycat Dolls Featuring Snoop Dogg,Buttons,The Pussycat Dolls Featuring Snoop Dogg,3.0,2006-05-27,2006-12-16,2006-07-29,2006-10-07,9.0,11.0,10.0,11.0,7.111111111111111,3.6,20.533333333333335,30.0,1.0,8
Prove Your LoveTaylor Dayne,Prove Your Love,Taylor Dayne,7.0,1988-02-20,1988-06-18,1988-04-23,1988-05-07,9.0,3.0,6.0,3.0,7.0,15.333333333333334,38.27777777777778,18.0,1.0,0
Rock Wit'chaBobby Brown,Rock Wit'cha,Bobby Brown,7.0,1989-08-26,1990-01-13,1989-10-28,1989-11-11,9.0,3.0,9.0,3.0,9.11111111111111,8.88888888888889,42.42857142857143,21.0,1.0,0
Some Guys Have All The LuckRod Stewart,Some Guys Have All The Luck,Rod Stewart,10.0,1984-08-25,1984-12-15,1984-10-27,1984-10-27,9.0,1.0,7.0,1.0,5.222222222222222,12.285714285714286,38.411764705882355,17.0,1.0,0
All I Need Is A MiracleMike + The Mechanics,All I Need Is A Miracle,Mike + The Mechanics,5.0,1986-03-22,1986-07-26,1986-05-24,1986-06-14,9.0,4.0,6.0,4.0,7.111111111111111,13.333333333333334,34.63157894736842,19.0,1.0,0
"Cradle Of Love (From ""Ford Fairlane"")Billy Idol","Cradle Of Love (From ""Ford Fairlane"")",Billy Idol,2.0,1990-05-05,1990-10-13,1990-06-30,1990-08-18,8.0,8.0,8.0,8.0,9.125,10.75,31.208333333333332,24.0,1.0,5
Beautiful GirlsSean Kingston,Beautiful Girls,Sean Kingston,1.0,2007-06-09,2007-11-03,2007-08-11,2007-09-22,9.0,7.0,6.0,7.0,9.11111111111111,7.0,25.318181818181817,22.0,1.0,5
DaylightMaroon 5,Daylight,Maroon 5,7.0,2012-12-22,2013-06-08,2013-02-23,2013-02-23,9.0,1.0,15.0,1.0,7.777777777777778,2.6666666666666665,26.08,25.0,1.0,4
Slip Slidin' AwayPaul Simon,Slip Slidin' Away,Paul Simon,5.0,1977-10-15,1978-02-25,1977-12-24,1978-01-28,10.0,6.0,4.0,6.0,7.1,19.0,29.3,20.0,1.0,0
That's AllGenesis,That's All,Genesis,6.0,1983-11-26,1984-04-07,1984-01-28,1984-02-18,9.0,4.0,7.0,4.0,5.888888888888889,13.142857142857142,32.25,20.0,1.0,0
Burning HeartSurvivor,Burning Heart,Survivor,2.0,1985-11-02,1986-03-29,1986-01-18,1986-02-22,11.0,6.0,5.0,6.0,5.090909090909091,15.0,27.818181818181817,22.0,1.0,5
Say You WillForeigner,Say You Will,Foreigner,6.0,1987-12-05,1988-04-09,1988-02-06,1988-02-27,9.0,4.0,6.0,4.0,5.666666666666667,13.5,32.73684210526316,19.0,1.0,0
Price Of LoveBad English,Price Of Love,Bad English,5.0,1989-12-23,1990-04-28,1990-02-24,1990-03-17,9.0,4.0,6.0,4.0,6.444444444444445,15.166666666666666,36.68421052631579,19.0,1.0,0
Rico SuaveGerardo,Rico Suave,Gerardo,7.0,1991-02-02,1991-06-01,1991-04-13,1991-04-20,10.0,2.0,6.0,2.0,8.9,15.0,40.94444444444444,18.0,1.0,0
Piece Of My HeartTara Kemp,Piece Of My Heart,Tara Kemp,7.0,1991-05-11,1991-09-07,1991-07-13,1991-07-27,9.0,3.0,6.0,3.0,10.0,15.166666666666666,39.611111111111114,18.0,1.0,0
Portrait Of My LoveSteve Lawrence,Portrait Of My Love,Steve Lawrence,9.0,1961-03-04,1961-06-17,1961-05-06,1961-05-06,9.0,1.0,6.0,1.0,7.444444444444445,9.0,33.9375,16.0,1.0,0
Something So StrongCrowded House,Something So Strong,Crowded House,7.0,1987-05-02,1987-09-19,1987-07-11,1987-07-25,10.0,3.0,8.0,3.0,8.0,11.5,41.19047619047619,21.0,1.0,0
Real LoveMary J. Blige,Real Love,Mary J. Blige,7.0,1992-08-29,1993-03-27,1992-11-07,1993-01-09,10.0,10.0,11.0,9.0,7.5,3.5454545454545454,27.032258064516128,31.0,1.0,4
CarnivalNatalie Merchant,Carnival,Natalie Merchant,10.0,1995-08-05,1996-03-02,1995-10-28,1995-10-28,12.0,1.0,18.0,1.0,3.4166666666666665,1.8888888888888888,27.06451612903226,31.0,1.0,4
Party All The TimeEddie Murphy,Party All The Time,Eddie Murphy,2.0,1985-10-05,1986-03-01,1985-11-30,1986-01-25,8.0,9.0,5.0,9.0,9.125,14.0,30.454545454545453,22.0,1.0,5
Chick-A-Boom (Don't Ya Jes' Love It)Daddy Dewdrop,Chick-A-Boom (Don't Ya Jes' Love It),Daddy Dewdrop,9.0,1971-03-06,1971-06-19,1971-05-01,1971-05-29,8.0,5.0,3.0,5.0,9.625,4.0,32.4375,16.0,1.0,9
Rikki Don't Lose That NumberSteely Dan,Rikki Don't Lose That Number,Steely Dan,4.0,1974-05-11,1974-09-14,1974-07-20,1974-08-03,10.0,3.0,6.0,3.0,7.7,15.5,38.36842105263158,19.0,1.0,0
Shower Me With Your LoveSurface,Shower Me With Your Love,Surface,5.0,1989-07-01,1989-11-04,1989-09-02,1989-09-23,9.0,4.0,6.0,4.0,8.777777777777779,15.333333333333334,38.10526315789474,19.0,1.0,0
Rich GirlGwen Stefani Featuring Eve,Rich Girl,Gwen Stefani Featuring Eve,7.0,2004-12-25,2005-06-25,2005-02-26,2005-04-16,9.0,8.0,10.0,8.0,7.111111111111111,4.1,28.40740740740741,27.0,1.0,4
Runaway LoveLudacris Featuring Mary J. Blige,Runaway Love,Ludacris Featuring Mary J. Blige,2.0,2006-12-02,2007-04-14,2007-02-10,2007-03-10,10.0,5.0,5.0,5.0,8.4,8.6,26.35,20.0,1.0,5
Pass The DutchieMusical Youth,Pass The Dutchie,Musical Youth,10.0,1982-12-11,1983-04-09,1983-02-26,1983-03-05,11.0,2.0,5.0,2.0,6.363636363636363,17.8,41.72222222222222,18.0,1.0,0
"Baby, I Love YouAndy Kim","Baby, I Love You",Andy Kim,9.0,1969-05-24,1969-09-06,1969-07-26,1969-08-16,9.0,4.0,3.0,4.0,9.555555555555555,5.0,31.9375,16.0,1.0,0
That's The Way It IsCeline Dion,That's The Way It Is,Celine Dion,6.0,1999-11-13,2000-05-20,2000-03-04,2000-04-08,16.0,6.0,6.0,9.0,4.25,5.333333333333333,24.392857142857142,28.0,1.0,4
Stop Stop StopThe Hollies,Stop Stop Stop,The Hollies,7.0,1966-10-29,1966-12-31,1966-12-10,1966-12-10,6.0,1.0,3.0,1.0,11.5,14.333333333333334,29.7,10.0,1.0,9
Bad To MeBilly J. Kramer With The Dakotas,Bad To Me,Billy J. Kramer With The Dakotas,9.0,1964-05-30,1964-08-01,1964-06-27,1964-07-04,4.0,2.0,4.0,2.0,15.5,6.5,28.0,10.0,1.0,9
7 ThingsMiley Cyrus,7 Things,Miley Cyrus,9.0,2008-06-21,2008-09-27,2008-07-05,2008-07-26,2.0,4.0,9.0,3.0,37.0,9.444444444444445,43.4,15.0,1.0,9
Baby TalkJan & Dean,Baby Talk,Jan & Dean,10.0,1959-08-01,1959-10-17,1959-09-12,1959-09-12,6.0,1.0,5.0,1.0,9.166666666666666,9.6,29.0,12.0,1.0,9
Chante's Got A ManChante Moore,Chante's Got A Man,Chante Moore,10.0,1999-05-15,1999-09-11,1999-06-12,1999-06-19,4.0,2.0,12.0,2.0,18.75,7.0,38.888888888888886,18.0,1.0,7
Sorry Not SorryDemi Lovato,Sorry Not Sorry,Demi Lovato,6.0,2017-07-29,2018-03-24,2017-12-09,2017-12-09,19.0,1.0,15.0,7.0,2.263157894736842,2.6,23.02857142857143,35.0,1.0,4
Alley CatBent Fabric and His Piano,Alley Cat,Bent Fabric and His Piano,7.0,1962-07-28,1962-11-24,1962-09-29,1962-10-13,9.0,3.0,6.0,3.0,8.555555555555555,8.833333333333334,33.0,18.0,1.0,0
Didn't I (Blow Your Mind This Time)The Delfonics,Didn't I (Blow Your Mind This Time),The Delfonics,10.0,1970-01-10,1970-04-11,1970-03-21,1970-03-21,10.0,1.0,3.0,1.0,8.9,6.0,33.714285714285715,14.0,1.0,9
Runaway TrainSoul Asylum,Runaway Train,Soul Asylum,5.0,1993-06-12,1993-12-04,1993-08-14,1993-10-09,9.0,9.0,8.0,9.0,8.777777777777779,4.875,27.0,26.0,1.0,5
All You WantedMichelle Branch,All You Wanted,Michelle Branch,6.0,2002-02-23,2002-08-31,2002-05-11,2002-06-08,11.0,5.0,12.0,5.0,5.454545454545454,3.0,26.285714285714285,28.0,1.0,4
Somebody's BabyJackson Browne,Somebody's Baby,Jackson Browne,7.0,1982-07-31,1982-12-04,1982-09-25,1982-10-30,8.0,6.0,5.0,6.0,8.125,17.8,35.578947368421055,19.0,1.0,0
Bring Em OutT.I.,Bring Em Out,T.I.,9.0,2004-11-27,2005-04-16,2005-02-05,2005-02-05,10.0,1.0,10.0,1.0,7.9,3.3,29.142857142857142,21.0,1.0,0
Boogie Woogie Bugle BoyBette Midler,Boogie Woogie Bugle Boy,Bette Midler,8.0,1973-05-12,1973-08-25,1973-07-21,1973-07-28,10.0,2.0,4.0,2.0,7.7,9.5,33.0625,16.0,1.0,0
Rock'n MeSteve Miller,Rock'n Me,Steve Miller,1.0,1976-08-14,1976-12-11,1976-10-23,1976-11-20,10.0,5.0,3.0,5.0,7.5,23.0,27.666666666666668,18.0,1.0,2
Do You Believe In LoveHuey Lewis & The News,Do You Believe In Love,Huey Lewis & The News,7.0,1982-02-06,1982-05-29,1982-04-10,1982-05-01,9.0,4.0,4.0,4.0,7.444444444444445,22.75,32.11764705882353,17.0,1.0,0
Cruel SummerBananarama,Cruel Summer,Bananarama,9.0,1984-07-21,1984-11-17,1984-09-22,1984-09-29,9.0,2.0,7.0,2.0,7.333333333333333,13.0,39.0,18.0,1.0,0
Dance (A$$)Big Sean Featuring Nicki Minaj,Dance (A$$),Big Sean Featuring Nicki Minaj,10.0,2011-10-22,2012-03-31,2012-01-07,2012-01-07,11.0,1.0,12.0,1.0,7.545454545454546,3.0,28.833333333333332,24.0,1.0,4
Sweet Home AlabamaLynyrd Skynyrd,Sweet Home Alabama,Lynyrd Skynyrd,8.0,1974-07-27,1974-11-16,1974-10-26,1974-11-02,13.0,2.0,2.0,4.0,6.538461538461538,42.5,34.64705882352941,17.0,1.0,0
Sexy EyesDr. Hook,Sexy Eyes,Dr. Hook,5.0,1980-02-16,1980-07-05,1980-04-26,1980-05-31,10.0,6.0,5.0,6.0,6.1,18.6,29.333333333333332,21.0,1.0,0
Take It Easy On MeLittle River Band,Take It Easy On Me,Little River Band,10.0,1981-12-05,1982-04-10,1982-03-06,1982-03-13,13.0,2.0,4.0,2.0,5.538461538461538,21.5,30.68421052631579,19.0,1.0,0
Pac-Man FeverBuckner & Garcia,Pac-Man Fever,Buckner & Garcia,9.0,1982-01-09,1982-05-15,1982-03-20,1982-04-03,10.0,3.0,6.0,3.0,6.6,14.666666666666666,34.94736842105263,19.0,1.0,0
Someone To LoveJon B. Featuring Babyface,Someone To Love,Jon B. Featuring Babyface,10.0,1995-04-29,1995-11-18,1995-08-05,1995-08-05,14.0,1.0,15.0,1.0,4.214285714285714,2.6,28.4,30.0,1.0,4
